link,judul,tanggal,portal
https://aviationweek.com/air-transport/airlines-lessors/garuda-indonesia-seeks-737-800-leases-boost-narrowbody-fleet,Garuda Indonesia Seeks 737-800 Leases To Boost Narrowbody Fleet,2025-06-02,Aviation Week Network
https://momsmoney.kontan.co.id/news/promo-tiket-pesawat-garuda-jakarta-tokyo-pp-mulai-rp-61-jutaan-beli-di-gotf-2025,"Promo Tiket Pesawat Garuda Jakarta-Tokyo PP mulai Rp 6,1 Jutaan, Beli di GOTF 2025",2025-05-30,kontan.co.id
https://ekonomi.republika.co.id/berita/sx05l6368/7-alasan-tiket-pesawat-garuda-indonesia-selalu-jadi-pilihan-utama,7 Alasan Tiket Pesawat Garuda Indonesia Selalu Jadi Pilihan Utama,2025-05-29,republika.co.id
https://asianews.network/tension-arises-between-indonesia-flag-carrier-garuda-and-its-pilots-union-over-recruitment/,Tension arises between Indonesia flag carrier Garuda and its pilots union over recruitment,2025-05-28,Asia News Network
https://www.tempo.co/ekonomi/lima-pernyataan-sikap-asosiasi-pilot-garuda-indonesia-1553766,Lima Pernyataan Sikap Asosiasi Pilot Garuda Indonesia,2025-05-26,Tempo.co
https://www.cnbcindonesia.com/market/20250522082444-17-635193/erick-thohir-buka-opsi-boeing-pasok-pesawat-ke-garuda-indonesia--giaa-,Erick Thohir Buka Opsi Boeing Pasok Pesawat ke Garuda Indonesia (GIAA),2025-05-22,CNBC Indonesia
https://finance.detik.com/berita-ekonomi-bisnis/d-7926603/bos-garuda-ungkap-3-alasan-harga-tiket-pesawat-mahal,Bos Garuda Ungkap 3 Alasan Harga Tiket Pesawat Mahal,2025-05-22,detikFinance
https://www.antaranews.com/berita/4851173/garuda-indonesia-ungkap-alasan-harga-tiket-pesawat-mahal,Garuda Indonesia ungkap alasan harga tiket pesawat mahal,2025-05-22,ANTARA News
https://money.kompas.com/read/2025/05/22/153632726/kenapa-harga-tiket-pesawat-mahal-ini-kata-garuda-indonesia,Kenapa Harga Tiket Pesawat Mahal? Ini Kata Garuda Indonesia,2025-05-22,Kompas.com
https://www.cnnindonesia.com/ekonomi/20250522131203-92-1232009/biaya-penerbangan-garuda-bengkak-rp75-juta-dibandingkan-2019,Biaya Penerbangan Garuda Bengkak Rp75 Juta Dibandingkan 2019,2025-05-22,CNN Indonesia
https://20.detik.com/detikupdate/20250522-250522134/video-dirut-garuda-ungkap-3-faktor-penyebab-harga-tiket-pesawat-mahal,Video: Dirut Garuda Ungkap 3 Faktor Penyebab Harga Tiket Pesawat Mahal,2025-05-22,20detik
https://jakartaglobe.id/business/indonesia-revives-boeinggaruda-deal-amid-tariff-talks,Indonesia Revives Boeing-Garuda Deal Amid Tariff Talks,2025-05-21,Jakarta Globe
https://market.bisnis.com/read/20250521/192/1878767/erick-thohir-ungkap-rencana-garuda-giaa-tambah-armada-pesawat-boeing,Erick Thohir Ungkap Rencana Garuda (GIAA) Tambah Armada Pesawat Boeing,2025-05-21,Bisnis.com
https://www.liputan6.com/lifestyle/read/6027064/top-3-berita-hari-ini-pesawat-garuda-indonesia-pengangkut-jemaah-haji-balik-ke-landasan-pacu-bandara-kualanamu-setelah-terbang-40-menit,Top 3 Berita Hari Ini: Pesawat Garuda Indonesia Pengangkut Jemaah Haji Balik ke Landasan Pacu Bandara Kualanamu Setelah Terbang 40 Menit,2025-05-21,Liputan6.com
https://www.thejakartapost.com/opinion/2025/05/21/diverging-fortunes-garuda-indonesia-vs-singapore-airlines.html,Diverging fortunes: Garuda Indonesia vs. Singapore Airlines,2025-05-20,The Jakarta Post
https://money.kompas.com/read/2025/05/20/184000026/erick-thohir-jajaki-penambahan-pesawat-garuda-indonesia-dengan-boeing,Erick Thohir Jajaki Penambahan Pesawat Garuda Indonesia dengan Boeing,2025-05-20,Kompas.com
https://www.liputan6.com/news/read/6028005/jemaah-haji-asal-tangerang-meninggal-di-pesawat-garuda-indonesia-dimakamkan-di-jeddah,"Jemaah Haji Asal Tangerang Meninggal di Pesawat Garuda Indonesia, Dimakamkan di Jeddah",2025-05-20,Liputan6.com
https://www.ch-aviation.com/news/153860-garuda-indonesia-talking-to-sovereign-wealth-fund-report,Garuda Indonesia talking to sovereign wealth fund - report,2025-05-20,ch-aviation
https://www.liputan6.com/lifestyle/read/6026474/pesawat-garuda-indonesia-pengangkut-jemaah-haji-balik-ke-landasan-pacu-bandara-kualanamu-setelah-terbang-40-menit,Pesawat Garuda Indonesia Pengangkut Jemaah Haji Balik ke Landasan Pacu Bandara Kualanamu Setelah Terbang 40 Menit,2025-05-19,Liputan6.com
https://www.waspada.id/medan/sempat-terbang-40-menit-pesawat-garuda-bawa-359-calhaj-kloter-14-kembali-ke-kualanamu/,"Sempat Terbang 40 Menit, Pesawat Garuda Bawa 359 Calhaj Kloter 14 Kembali Ke Kualanamu",2025-05-18,waspada.id
https://www.antaranews.com/berita/4841941/pesawat-garuda-bawa-jamaah-calon-haji-lakukan-rtb-di-bandara-kualanamu,Pesawat Garuda bawa jamaah calon haji lakukan RTB di Bandara Kualanamu,2025-05-18,ANTARA News
https://ekonomi.bisnis.com/read/20250518/12/1877811/kemenhub-buka-suara-soal-pesawat-garuda-giaa-kloter-haji-medan-kembali-ke-bandara-setelah-terbang,Kemenhub Buka Suara Soal Pesawat Garuda (GIAA) Kloter Haji Medan Kembali ke Bandara Setelah Terbang,2025-05-18,Bisnis.com
https://www.businesstimes.com.sg/companies-markets/transport-logistics/indonesias-wealth-fund-talks-aid-flagship-airline-garuda,Indonesia’s wealth fund in talks to aid flagship airline Garuda,2025-05-16,The Business Times
https://kumparan.com/jendela-dunia/3-fasilitas-kelas-bisnis-garuda-indonesia-untuk-calon-penumpang-pesawat-2544sP57uxY,3 Fasilitas Kelas Bisnis Garuda Indonesia untuk Calon Penumpang Pesawat - kumparan.com,2025-05-14,Kumparan
https://avitrader.com/2025/05/13/alm-leases-two-boeing-737-800ngs-to-garuda-indonesia/,ALM leases two Boeing 737-800NGs to Garuda Indonesia,2025-05-13,AviTrader Aviation News
https://djsaviation.net/why-garuda-indonesia-aircraft-are-grounded/,Why Garuda Indonesia Aircraft Are Grounded,2025-05-10,Dj's Aviation
https://money.kompas.com/read/2025/05/09/113919226/menhub-hanya-garuda-yang-ajukan-revisi-aturan-tarif-batas-atas-pesawat,Menhub: Hanya Garuda yang Ajukan Revisi Aturan Tarif Batas Atas Pesawat,2025-05-09,Kompas.com
https://money.kompas.com/read/2025/05/09/081000926/menhub-buka-suara-soal-15-pesawat-garuda-dikandangkan,Menhub Buka Suara soal 15 Pesawat Garuda Dikandangkan,2025-05-09,Kompas.com
https://www.airlineratings.com/articles/garuda-grounds-jets-but-they-arent-the-only-ones,Garuda Grounds Jets But They Arent The Only Ones,2025-05-08,Airline Ratings
https://www.tempo.co/ekonomi/garuda-setop-sementara-operasional-15-pesawat-berapa-biaya-perawatannya--1374328,"Garuda Setop Sementara Operasional 15 Pesawat, Berapa Biaya Perawatannya?",2025-05-08,Tempo.co
https://money.kompas.com/read/2025/05/08/063900526/bos-garuda-bantah-15-pesawat-dikandangkan-karena-kesulitan-biaya,Bos Garuda Bantah 15 Pesawat Dikandangkan karena Kesulitan Biaya,2025-05-08,Kompas.com
https://jakartaglobe.id/business/garuda-group-grounds-15-aircraft-due-to-spare-parts-supply-issues,Garuda Group Grounds 15 Aircraft Due to Spare Parts Supply Issues,2025-05-07,Jakarta Globe
https://www.cnbcindonesia.com/market/20250507153630-17-631788/bos-garuda-buka-suara-soal-15-pesawat-tak-beroperasi-ini-katanya,"Bos Garuda Buka Suara Soal 15 Pesawat Tak Beroperasi, Ini Katanya",2025-05-07,CNBC Indonesia
https://babel.antaranews.com/berita/484341/garuda-indonesia-bantah-grounded-15-pesawat-karena-kesulitan-biaya,Garuda Indonesia bantah 'grounded' 15 pesawat karena kesulitan biaya,2025-05-07,ANTARA News Bangka Belitung
https://infobanknews.com/tak-mampu-bayar-perawatan-15-pesawat-garuda-di-grounded-ini-penjelasan-garuda/,"Tak “Mampu” Bayar Perawatan, 15 Pesawat Garuda di “Grounded? Ini Penjelasan Garuda",2025-05-07,Infobanknews
https://money.kompas.com/read/2025/05/07/141157226/kata-bos-garuda-indonesia-soal-15-pesawat-yang-di-grounded,"Kata Bos Garuda Indonesia soal 15 Pesawat yang Di-""grounded""",2025-05-07,Kompas.com
https://www.ch-aviation.com/news/153374-garuda-group-blames-groundings-on-supply-chain-issues,Garuda Group blames groundings on supply chain issues,2025-05-07,ch-aviation
https://money.kompas.com/read/2025/05/07/102208226/garuda-hentikan-operasional-15-pesawat-kenapa,"Garuda Hentikan Operasional 15 Pesawat, Kenapa?",2025-05-07,Kompas.com
https://www.tempo.co/ekonomi/garuda-blakblakan-soal-pemberhentian-operasi-15-pesawat--1364338,Garuda Blakblakan soal Pemberhentian Operasi 15 Pesawat,2025-05-07,Tempo.co
https://www.cnnindonesia.com/ekonomi/20250506122413-92-1226245/respons-garuda-soal-kandangkan-pesawat,Respons Garuda soal Kandangkan Pesawat,2025-05-07,CNN Indonesia
https://katadata.co.id/berita/industri/681b3263d2650/bos-garuda-bantah-hentikan-operasional-pesawat-hanya-kesulitan-suku-cadang,"Bos Garuda Bantah Hentikan Operasional Pesawat, Hanya Kesulitan Suku Cadang",2025-05-07,Katadata.co.id
https://www.kompas.tv/ekonomi/591795/garuda-indonesia-tanggapi-isu-grounded-15-pesawat-karena-kesulitan-bayar-biaya-perawatan,Garuda Indonesia Tanggapi Isu Grounded 15 Pesawat karena Kesulitan Bayar Biaya Perawatan,2025-05-07,Kompas.tv
https://www.idntimes.com/business/economy/15-pesawat-garuda-indonesia-harus-berhenti-terbang-ini-alasannya-00-3m8tp-54jlnx,"15 Pesawat Garuda Indonesia Harus Berhenti Terbang, Ini Alasannya",2025-05-07,IDN Times
https://observerid.com/umrah-charter-flights-lift-garuda-indonesias-q1-2025-performance/,Umrah charter flights lift Garuda Indonesia’s Q1 2025 performance,2025-05-07,Independent Observer
https://money.kompas.com/read/2025/05/07/121447926/garuda-indonesia-siapkan-13-pesawat-untuk-penerbangan-haji-2025,Garuda Indonesia Siapkan 13 Pesawat Untuk Penerbangan Haji 2025,2025-05-07,Kompas.com
https://ekonomi.bisnis.com/read/20250507/98/1875110/bos-garuda-giaa-angkat-bicara-soal-15-pesawat-grounded,Bos Garuda (GIAA) Angkat Bicara soal 15 Pesawat Grounded,2025-05-07,Bisnis.com
https://investor.id/market/396717/soal-nasib-pesawatpesawatnya-garuda-giaa-terus-terang,"Soal Nasib Pesawat-pesawatnya, Garuda (GIAA) Terus Terang",2025-05-06,Investor.id
https://www.detik.com/bali/berita/d-7901724/15-pesawat-berhenti-beroperasi-begini-penjelasan-garuda-indonesia,"15 Pesawat Berhenti Beroperasi, Begini Penjelasan Garuda Indonesia",2025-05-06,detikcom
https://www.cnbcindonesia.com/market/20250506175025-17-631475/15-pesawat-berhenti-terbang-bos-garuda-indonesia--giaa--buka-suara,"15 Pesawat Berhenti Terbang, Bos Garuda Indonesia (GIAA) Buka Suara",2025-05-06,CNBC Indonesia
https://www.ch-aviation.com/news/153302-garuda-indonesia-takes-on-citilinks-last-two-a330neo,Garuda Indonesia takes on Citilink's last two A330neo,2025-05-06,ch-aviation
https://ekbis.sindonews.com/read/1563995/34/garuda-indonesia-hentikan-operasional-15-pesawat-ada-apa-1746500714,"Garuda Indonesia Hentikan Operasional 15 Pesawat, Ada Apa?",2025-05-06,SINDOnews Ekbis
https://www.bloombergtechnoz.com/detail-news/70343/garuda-akui-kandangkan-15-pesawat-kesulitan-suku-cadang,"Garuda Akui Kandangkan 15 Pesawat, Kesulitan Suku Cadang",2025-05-06,Bloomberg Technoz
https://www.liputan6.com/bisnis/read/6015132/garuda-indonesia-kandangkan-15-pesawat-ini-penyebabnya,"Garuda Indonesia Kandangkan 15 Pesawat, Ini Penyebabnya",2025-05-06,Liputan6.com
https://www.thejakartapost.com/business/2025/05/06/garuda-indonesia-grounds-15-planes-over-maintenance-financial-issues.html,"Garuda Indonesia grounds 15 planes over maintenance, financial issues",2025-05-06,The Jakarta Post
https://indoaviation.asia/garuda-indonesia-group-hentikan-operasional-15-pesawat-ini-alasannya/,"Garuda Indonesia Group Hentikan Operasional 15 Pesawat, Ini Alasannya!",2025-05-06,IndoAviation Plus
https://www.metrotvnews.com/play/kewCMMrX-garuda-indonesia-kandangkan-15-pesawat,Garuda Indonesia Kandangkan 15 Pesawat,2025-05-06,MetroTVNews.com
https://katadata.co.id/berita/industri/6819569656a7b/garuda-indonesia-respons-isu-kandangkan-15-pesawat-karena-terkendala-perawatan,Garuda Indonesia Respons Isu Kandangkan 15 Pesawat karena Terkendala Perawatan,2025-05-06,Katadata.co.id
https://djsaviation.net/garuda-indonesia-aircraft-are-grounded/,Garuda Indonesia Aircraft Are Grounded,2025-05-06,Dj's Aviation
https://www.beritasatu.com/ekonomi/2887277/ini-penyebab-15-pesawat-garuda-indonesia-dan-citilink-tidak-terbang,Ini Penyebab 15 Pesawat Garuda Indonesia dan Citilink Tidak Terbang,2025-05-06,BeritaSatu.com
https://finance.detik.com/berita-ekonomi-bisnis/d-7901575/garuda-indonesia-buka-suara-soal-hentikan-operasional-15-pesawat,Garuda Indonesia Buka Suara soal Hentikan Operasional 15 Pesawat,2025-05-06,detikFinance
https://www.kompas.com/tren/read/2025/05/06/123000965/garuda-indonesia-disebut-hentikan-operasional-15-pesawatnya-karena,"Garuda Indonesia Disebut Hentikan Operasional 15 Pesawatnya karena Kesulitan Biaya Perawatan, Benarkah? - Kompas.com",2025-05-06,Kompas.com
https://www.beritatrans.com/artikel/253455/mantap-pendapatan-charter-pesawat-garuda-indonesia-tumbuh-92-di-kuartal-i-2025/,"Mantap, Pendapatan Charter Pesawat Garuda Indonesia Tumbuh 92% di Kuartal I-2025",2025-05-06,beritatrans.com
https://finance.detik.com/berita-ekonomi-bisnis/d-7900344/erick-buka-suara-soal-kabar-garuda-indonesia-hentikan-operasional-15-pesawat,Erick Buka Suara soal Kabar Garuda Indonesia Hentikan Operasional 15 Pesawat,2025-05-05,detikFinance
https://finance.detik.com/berita-ekonomi-bisnis/d-7899885/tak-kuat-biayai-perawatan-garuda-indonesia-hentikan-15-pesawat,"Tak Kuat Biayai Perawatan, Garuda Indonesia Hentikan 15 Pesawat",2025-05-05,detikFinance
https://ekonomi.bisnis.com/read/20250505/98/1874279/biaya-perawatan-mahal-garuda-giaa-grounded-15-pesawat,"Biaya Perawatan Mahal, Garuda (GIAA) Grounded 15 Pesawat",2025-05-05,Bisnis.com
https://ekonomi.bisnis.com/read/20250505/98/1874557/garuda-indonesia-giaa-grounded-15-pesawat-inaca-buka-suara,"Garuda Indonesia (GIAA) Grounded 15 Pesawat, INACA Buka Suara",2025-05-05,Bisnis.com
https://www.tribunnews.com/bisnis/2025/05/05/garuda-indonesia-hentikan-15-pesawat-imbas-kondisi-keuangan,Garuda Indonesia Hentikan 15 Pesawat Imbas Kondisi Keuangan,2025-05-05,Tribunnews.com
https://kumparan.com/kumparanbisnis/garuda-indonesia-group-akui-15-pesawat-grounded-terkendala-masalah-suku-cadang-250kX9dBehd,"Garuda Indonesia Group Akui 15 Pesawat Grounded, Terkendala Masalah Suku Cadang - kumparan.com",2025-05-05,Kumparan
https://www.suara.com/bisnis/2025/05/05/141508/garuda-indonesia-tak-kuat-bayar-biaya-perawatan-pesawat-15-unit-terpaksa-parkir,"Garuda Indonesia Tak Kuat Bayar Biaya Perawatan Pesawat, 15 Unit Terpaksa Parkir",2025-05-05,Suara.com
https://www.bloombergtechnoz.com/detail-news/70163/sinyal-buruk-sektor-penerbangan-garuda-kandangkan-15-pesawat,Sinyal Buruk Sektor Penerbangan: Garuda Kandangkan 15 Pesawat,2025-05-04,Bloomberg Technoz
https://www.bloomberg.com/news/articles/2025-05-02/garuda-s-grounded-jets-show-pain-in-indonesia-s-airline-sector,Garuda’s Grounded Jets Show Pain in Indonesia’s Airline Sector,2025-05-02,Bloomberg.com
https://www.malukuterkini.com/2025/04/24/cuaca-ekstrem-garuda-gagal-mendarat-di-ambon/,"Cuaca Ekstrem, Garuda Gagal Mendarat di Ambon",2025-04-24,MalukuTerkini.com
https://www.ch-aviation.com/news/152740-garuda-indonesia-citilink-eye-100-active-aircraft-by-ye25,"Garuda Indonesia, Citilink eye 100 active aircraft by YE25",2025-04-21,ch-aviation
https://www.tribunnews.com/regional/2025/04/17/ban-pesawat-garuda-pecah-saat-mendarat-di-tanjungpinang-penumpang-akui-panik-karena-alami-guncangan,"Ban Pesawat Garuda Pecah saat Mendarat di Tanjungpinang, Penumpang Akui Panik karena Alami Guncangan",2025-04-17,Tribunnews.com
https://www.liputan6.com/bisnis/read/5998246/penjelasan-garuda-indonesia-soal-ban-pesawat-copot-saat-mendarat-di-bandara-tanjung-pinang,Penjelasan Garuda Indonesia Soal Ban Pesawat Copot saat Mendarat di Bandara Tanjung Pinang,2025-04-17,Liputan6.com
https://www.merdeka.com/uang/kronologi-ban-pesawat-garuda-indonesia-copot-dan-menggelinding-saat-mendarat-di-bandara-tanjung-pinang-378892-mvk.html,Kronologi Ban pesawat Garuda Indonesia Copot dan Menggelinding saat Mendarat di Bandara Tanjung Pinang,2025-04-17,Merdeka.com
https://www.hariankepri.com/ban-pesawat-copot-saat-mendarat-di-rhf-maskapai-garuda-indonesia-minta-maaf/,"Ban Pesawat Copot saat Mendarat di RHF, Maskapai Garuda Indonesia Minta Maaf",2025-04-17,Harian Kepri
https://www.kompas.com/tren/read/2025/04/17/111500765/ban-pesawat-garuda-indonesia-lepas-saat-mendarat-di-bandara-tanjung-pinang?page=all,Ban Pesawat Garuda Indonesia Lepas Saat Mendarat di Bandara Tanjung Pinang - Kompas.com,2025-04-17,Kompas.com
https://www.cnnindonesia.com/ekonomi/20250417182540-92-1219938/garuda-siapkan-14-pesawat-layani-90-ribu-jemaah-haji-2025,Garuda Siapkan 14 Pesawat Layani 90 Ribu Jemaah Haji 2025,2025-04-17,CNN Indonesia
https://news.detik.com/berita/d-7874122/14-pesawat-garuda-dan-5-pesawat-lion-air-disiapkan-untuk-angkut-jemaah-haji,14 Pesawat Garuda dan 5 Pesawat Lion Air Disiapkan untuk Angkut Jemaah Haji,2025-04-17,detikNews
https://nasional.kompas.com/read/2025/04/17/19014571/pesawat-garuda-yang-copot-ban-sudah-beroperasi-lagi-mendarat-di-soetta,"Pesawat Garuda yang Copot Ban Sudah Beroperasi Lagi, Mendarat di Soetta",2025-04-17,Kompas.com
https://20.detik.com/detikupdate/20250417-250417048/video-viral-ban-pesawat-copot-saat-mendarat-ini-penjelasan-garuda,"Video: Viral Ban Pesawat Copot Saat Mendarat, Ini Penjelasan Garuda",2025-04-17,20detik
https://travel.kompas.com/read/2025/04/17/103143427/insiden-ban-pesawat-garuda-copot-yang-berujung-permohonan-maaf?page=all,Insiden Ban Pesawat Garuda Copot yang Berujung Permohonan Maaf,2025-04-17,Kompas.com
https://regional.kompas.com/read/2025/04/16/134305478/161-penumpang-pesawat-garuda-selamat-meski-ban-depan-copot-saat-mendarat,161 Penumpang Pesawat Garuda Selamat meski Ban Depan Copot Saat Mendarat,2025-04-16,Kompas.com
https://ulasan.co/beredar-video-ban-pesawat-garuda-menggelinding-di-landasan-pacu-tanjungpinang/,Beredar Video Ban Pesawat Garuda Menggelinding di Landasan Pacu Tanjungpinang,2025-04-16,Ulasan.co
https://www.detik.com/sumut/berita/d-7871544/ban-pesawat-garuda-copot-saat-landing-di-bandara-tanjungpinang,Ban Pesawat Garuda Copot saat Landing di Bandara Tanjungpinang,2025-04-16,detikcom
https://www.metrotvnews.com/play/b2lCprZ0-roda-depan-pesawat-garuda-indonesia-copot-saat-mendarat-di-bandara-raja-haji-fisabilillah,Roda Depan Pesawat Garuda Indonesia Copot Saat Mendarat di Bandara Raja Haji Fisabilillah,2025-04-16,MetroTVNews.com
https://regional.kompas.com/read/2025/04/16/133036378/ban-pesawat-garuda-copot-saat-mendarat-di-tanjungpinang,Ban Pesawat Garuda Copot Saat Mendarat di Tanjungpinang,2025-04-16,Kompas.com
https://news.detik.com/berita/d-7872442/garuda-jelaskan-insiden-ban-pesawat-copot-saat-mendarat-di-bandara-kepri,Garuda Jelaskan Insiden Ban Pesawat Copot saat Mendarat di Bandara Kepri,2025-04-16,detikNews
https://www.cnnindonesia.com/nasional/20250416142951-20-1219438/ban-pesawat-garuda-indonesia-copot-saat-mendarat-di-tanjungpinang,Ban Pesawat Garuda Indonesia Copot Saat Mendarat di Tanjungpinang,2025-04-16,CNN Indonesia
https://www.liputan6.com/bisnis/read/5997278/ban-pesawat-garuda-indonesia-lepas-saat-mendarat-di-bandara-tanjung-pinang-seluruh-penumpang-selamat,"Ban Pesawat Garuda Indonesia Lepas saat Mendarat di Bandara Tanjung Pinang, Seluruh Penumpang Selamat",2025-04-16,Liputan6.com
https://travel.kompas.com/read/2025/04/16/204146727/garuda-indonesia-minta-maaf-usai-ban-pesawat-copot-saat-mendarat,Garuda Indonesia Minta Maaf Usai Ban Pesawat Copot Saat Mendarat,2025-04-16,Kompas.com
https://news.detik.com/berita/d-7871876/ban-pesawat-garuda-sempat-copot-saat-landing-di-bandara-tanjungpinang-kepri,Ban Pesawat Garuda Sempat Copot Saat Landing di Bandara Tanjungpinang Kepri,2025-04-16,detikNews
