link,judul,tanggal,portal
https://voi.id/en/economy/491291,"Conflict In The Middle East Is Getting More Conducive, Garuda Indonesia Reopens Jakarta-Doha Flights",2025-06-28,VOI.ID
https://en.tempo.co/read/2022303/garuda-indonesia-reopens-jakarta-doha-flights,Garuda Indonesia Reopens Jakarta-Doha Flights,2025-06-28,Tempo.co
https://www.tempo.co/ekonomi/garuda-indonesia-kembali-buka-rute-penerbangan-jakarta-doha--1835256,Garuda Indonesia Kembali Buka Rute Penerbangan Jakarta-Doha,2025-06-28,Tempo.co
https://www.tempo.co/ekonomi/garuda-indonesia-buka-penerbangan-jakarta-doha-1835332,Garuda Indonesia Buka Penerbangan Jakarta-Doha,2025-06-28,Tempo.co
https://en.antaranews.com/news/362593/qatar-airspace-reopens-garuda-indonesias-jakarta-doha-flights-resume,"Qatar airspace reopens, Garuda Indonesias Jakarta-Doha flights resume",2025-06-28,ANTARA News
https://www.thestar.com.my/business/business-news/2025/06/27/danantara-pumps-trillions-into-garuda-indonesia,Danantara pumps trillions into Garuda Indonesia,2025-06-27,The Star
https://www.independent.co.uk/travel/news-and-advice/garuda-indonesia-flight-crew-suspended-b2777335.html,Entire flight crew suspended after shock find in search for passenger’s stolen phone,2025-06-26,The Independent
https://asianews.network/indonesian-sovereign-wealth-fund-injects-us407-4-million-into-flag-carrier-garuda-indonesia/,Indonesian sovereign wealth fund injects US$407.4 million into flag carrier Garuda Indonesia,2025-06-26,Asia News Network
https://www.ch-aviation.com/news/155288-garuda-indonesia-locks-in-405mn-wealth-fund-loan,Garuda Indonesia locks in $405mn wealth-fund loan,2025-06-26,ch-aviation
https://www.tempo.co/ekonomi/garuda-indonesia-targetkan-bisa-operasikan-120-pesawat-hingga-2030-1805193,Garuda Indonesia Targetkan Bisa Operasikan 120 Pesawat hingga 2030,2025-06-25,Tempo.co
https://en.tempo.co/read/2021236/garuda-indonesia-halts-jakarta-doha-flights-amid-iran-israel-war,Garuda Indonesia Halts Jakarta-Doha Flights Amid Iran-Israel War,2025-06-25,Tempo.co
https://katadata.co.id/berita/industri/685b596158ecd/garuda-bakal-operasikan-120-pesawat-usai-dapat-kucuran-dana-dari-danantara,Garuda Bakal Operasikan 120 Pesawat Usai Dapat Kucuran Dana dari Danantara,2025-06-25,Katadata.co.id
https://en.tempo.co/read/2021295/danantara-injects-rp6-65tn-in-capital-into-garuda-indonesia-via-shareholder-loan,Danantara Injects Rp6.65tn in Capital into Garuda Indonesia via Shareholder Loan,2025-06-25,Tempo.co
https://en.tempo.co/read/2021337/garuda-indonesia-eyeing-to-operate-120-aircraft-by-2030,Garuda Indonesia Eyeing to Operate 120 Aircraft by 2030,2025-06-25,Tempo.co
https://www.tribunnews.com/bisnis/2025/06/25/garuda-indonesia-tangguhkan-penerbangan-ke-doha-imbas-penutupan-wilayah-udara-qatar,Garuda Indonesia Tangguhkan Penerbangan ke Doha Imbas Penutupan Wilayah Udara Qatar,2025-06-25,Tribunnews.com
https://aviationweek.com/air-transport/airlines-lessors/garuda-indonesia-secures-405m-sovereign-wealth-boost,Garuda Indonesia Secures $405M Sovereign Wealth Boost,2025-06-25,Aviation Week Network
https://indonesiabusinesspost.com/4594/policy-and-governance/danantara-injects-us-405-million-into-garuda-indonesia,Danantara injects US$405 million into Garuda Indonesia,2025-06-24,Indonesia Business Post
https://jakartaglobe.id/business/garuda-indonesia-secures-405-million-loan-from-danantara,Garuda Indonesia Secures $405 Million Loan from Danantara,2025-06-24,Jakarta Globe
https://www.dealstreetasia.com/stories/danantara-loan-garuda-indonesia-446828,Danantara to extend $405m loan to state carrier Garuda Indonesia,2025-06-24,DealStreetAsia
https://www.antaranews.com/berita/4922205/garuda-indonesia-diproyeksi-operasikan-120-pesawat-hingga-2030?page=all,Garuda Indonesia diproyeksi operasikan 120 pesawat hingga 2030,2025-06-24,ANTARA News
https://www.beritasatu.com/ekonomi/2898632/garuda-indonesia-targetkan-operasikan-120-pesawat-pada-2030,Garuda Indonesia Targetkan Operasikan 120 Pesawat pada 2030,2025-06-24,BeritaSatu.com
https://www.businesstimes.com.sg/international/asean/indonesias-sovereign-wealth-fund-danantara-loans-us405-million-flag-carrier-garuda,Indonesia’s sovereign wealth fund Danantara loans US$405 million to flag carrier Garuda,2025-06-24,The Business Times
https://www.forbes.com/sites/yessarrosendar/2025/06/24/billionaire-chairul-tanjung-backed-garuda-indonesia-gets-408-million-loan-from-danantara/,Billionaire Chairul Tanjung-Backed Garuda Indonesia Gets $408 Million Loan From Danantara,2025-06-24,Forbes
https://www.merdeka.com/uang/penerbangan-garuda-ke-qatar-dihentikan-sementara-pesawat-sempat-putar-balik-431938-mvk.html,"Penerbangan Garuda ke Qatar Dihentikan Sementara, Pesawat Sempat Putar Balik",2025-06-24,Merdeka.com
https://jakartaglobe.id/business/garuda-indonesia-targets-120-aircraft-by-2030-following-407m-capital-boost,Garuda Indonesia Targets 120 Aircraft by 2030 Following $407M Capital Boost,2025-06-24,Jakarta Globe
https://www.liputan6.com/bisnis/read/6060526/garuda-indonesia-tutup-penerbangan-ke-doha-qatar-sepekan-imbas-konflik-iran-israel,Garuda Indonesia Tutup Penerbangan ke Doha Qatar Sepekan Imbas Konflik Iran-Israel,2025-06-24,Liputan6.com
https://www.merdeka.com/uang/garuda-indonesia-diproyeksi-operasikan-120-pesawat-hingga-2030-apa-saja-rencananya-431978-mvk.html,"Garuda Indonesia Diproyeksi Operasikan 120 Pesawat Hingga 2030, Apa Saja Rencananya?",2025-06-24,Merdeka.com
https://finance.detik.com/berita-ekonomi-bisnis/d-7980794/garuda-bakal-operasikan-120-pesawat,Garuda Bakal Operasikan 120 Pesawat,2025-06-24,detikFinance
https://www.suara.com/bisnis/2025/06/24/175816/pesawat-putar-balik-garuda-indonesia-stop-sementara-penerbangan-ke-doha,"Pesawat Putar Balik, Garuda Indonesia Stop Sementara Penerbangan ke Doha",2025-06-24,Suara.com
https://en.antaranews.com/news/361685/danantara-injects-us405-million-into-garuda-indonesia,Danantara injects US$405 million into Garuda Indonesia,2025-06-24,ANTARA News
https://www.malukuterkini.com/2025/06/22/gagal-mendarat-di-ambon-garuda-alihkan-pendaratan-di-kendari-lalu-ke-makassar/,"Gagal Mendarat di Ambon, Garuda Alihkan Pendaratan di Kendari Lalu ke Makassar",2025-06-22,MalukuTerkini.com
https://news.batampos.co.id/ini-hasil-investigasi-hilangnya-iphone-penumpang-di-pesawat-garuda-indonesia/,Ini Hasil Investigasi Hilangnya iPhone Penumpang di Pesawat Garuda Indonesia,2025-06-21,Batam Pos
https://travel.detik.com/travel-news/d-7974959/hasil-investigasi-garuda-soal-penumpang-hilang-hp-di-penerbangan-melbourne,Hasil Investigasi Garuda Soal Penumpang Hilang HP di Penerbangan Melbourne,2025-06-21,detikTravel
https://regional.kompas.com/read/2025/06/21/190348678/kecepatan-angin-capai-23-knot-pesawat-garuda-tujuan-jakartaambon-dialihkan,"Kecepatan Angin Capai 23 Knot, Pesawat Garuda Tujuan Jakarta–Ambon Dialihkan ke Kendari",2025-06-21,Kompas.com
https://indoaviation.asia/penyelidikan-selesai-garuda-indonesia-tak-ada-indikasi-awak-pesawat-mencuri-iphone-penumpang/,"Penyelidikan Selesai, Garuda Indonesia: Tak Ada Indikasi Awak Pesawat Mencuri IPhone Penumpang",2025-06-20,IndoAviation Plus
https://www.tempo.co/ekonomi/hp-penumpang-hilang-garuda-indonesia-tak-ada-bukti-keterlibatan-awak-kabin-1755501,"HP Penumpang Hilang, Garuda Indonesia: Tak Ada Bukti Keterlibatan Awak Kabin",2025-06-20,Tempo.co
https://www.tribunnews.com/bisnis/2025/06/20/kasus-iphone-milik-penumpang-hilang-di-pesawat-garuda-pastikan-tidak-ada-keterlibatan-awak-kabin,"Kasus iPhone Milik Penumpang Hilang di Pesawat, Garuda Pastikan Tidak Ada Keterlibatan Awak Kabin",2025-06-20,Tribunnews.com
https://ekonomi.bisnis.com/read/20250620/98/1886883/kasus-hp-penumpang-hilang-garuda-indonesia-awak-kabin-terindikasi-tak-terlibat,"Kasus HP Penumpang Hilang, Garuda Indonesia: Awak Kabin Terindikasi Tak Terlibat",2025-06-20,Bisnis.com
https://www.detik.com/kalimantan/berita/d-7973387/garuda-lapor-bareskrim-soal-kasus-hp-penumpang-hilang-di-melbourne,Garuda Lapor Bareskrim soal Kasus HP Penumpang Hilang di Melbourne,2025-06-20,detikcom
https://berita.murianews.com/cholis-anwar/442616/ini-hasil-investigasi-dugaan-iphone-hilang-di-pesawat-garuda,Ini Hasil Investigasi Dugaan iPhone Hilang di Pesawat Garuda,2025-06-20,murianews.com
https://www.liputan6.com/bisnis/read/6057419/iphone-penumpang-raib-ini-hasil-investigasi-garuda-indonesia,"iPhone Penumpang Raib, Ini Hasil Investigasi Garuda Indonesia",2025-06-20,Liputan6.com
https://en.tempo.co/read/2019724/garuda-indonesia-clears-crew-in-passenger-phone-loss,Garuda Indonesia Clears Crew in Passenger Phone Loss,2025-06-20,Tempo.co
https://radarnganjuk.jawapos.com/berita/2176166888/garuda-indonesia-rilis-hasil-investigasi-kasus-iphone-hilang-awak-pesawat-tak-terbukti-terlibat,Garuda Indonesia Rilis Hasil Investigasi Kasus iPhone Hilang: Awak Pesawat Tak Terbukti Terlibat! - Radar Nganjuk,2025-06-20,Radar Nganjuk
https://radarbali.jawapos.com/peristiwa/706164303/badah-penumpang-pesawat-garuda-jakarta-denpasar-ini-tasnya-tertinggal-duit-rp-10-juta-amblas-begini-tanggapan-maskapai,"Badah! Penumpang Pesawat Garuda Jakarta-Denpasar Ini Tasnya Tertinggal, Duit Rp 10 Juta Amblas, Begini Tanggapan Maskapai - Radar Bali",2025-06-19,Radar Bali
https://www.travelandtourworld.com/news/article/singapore-airlines-unites-ana-cathay-pacific-garuda-indonesia-hainan-japan-malaysia-starlux-in-setting-new-aviation-industry-in-asia-travel-market-what-you-need-to-know/,"Singapore Airlines Unites ANA, Cathay Pacific, Garuda Indonesia, Hainan, Japan, Malaysia, Starlux in Setting New Aviation Industry in Asia Travel Market, What You Need To Know",2025-06-17,Travel And Tour World
https://magz.tempo.co/read/opinion/43172/nationalistic-ambition-in-saving-garuda-indonesia,The Squared Circle of Saving Garuda,2025-06-16,Magz TEMPO
https://jateng.tribunnews.com/2025/06/16/fakta-baru-kasus-hp-hilang-di-pesawat-garuda-kru-bungkam-penumpang-desak-transparansi-akses-cctv,"Fakta Baru Kasus HP Hilang di Pesawat Garuda: Kru Bungkam, Penumpang Desak Transparansi Akses CCTV",2025-06-16,Tribunjateng.com
https://www.tempo.co/ekonomi/bumn-garuda-indonesia-rugi-1704144,Penyebab Garuda Indonesia Rugi Melulu,2025-06-15,Tempo.co
https://www.antaranews.com/berita/4896825/garuda-indonesia-gandeng-kepolisian-usut-barang-hilang-di-pesawat,Garuda Indonesia gandeng kepolisian usut barang hilang di pesawat,2025-06-13,ANTARA News
https://www.cnnindonesia.com/ekonomi/20250613103455-92-1239285/garuda-gandeng-polri-investigasi-hp-penumpang-hilang-di-pesawat,Garuda Gandeng Polri Investigasi HP Penumpang Hilang di Pesawat,2025-06-13,CNN Indonesia
https://indoaviation.asia/kasus-ponsel-hilang-di-pesawat-garuda-indonesia-masih-bebastugaskan-awak-kabin/,"Kasus Ponsel Hilang di Pesawat, Garuda Indonesia Masih Bebastugaskan Awak Kabin",2025-06-13,IndoAviation Plus
https://www.liputan6.com/lifestyle/read/6049923/ponsel-penumpang-hilang-di-pesawat-pengamat-penerbangan-singgung-langkah-manajemen-garuda-dan-cctv,"Ponsel Penumpang Hilang di Pesawat, Pengamat Penerbangan Singgung Langkah Manajemen Garuda dan CCTV",2025-06-12,Liputan6.com
https://www.tempo.co/ekonomi/garuda-dan-polisi-investigasi-kasus-kehilangan-iphone-penumpang-di-pesawat-1676746,Garuda dan Polisi Investigasi Kasus Kehilangan iPhone Penumpang di Pesawat,2025-06-12,Tempo.co
https://voi.id/en/economy/488268,"In The Aftermath Of Passengers Losing Their Cellphones, Garuda Indonesia Establishes Coordination With The Police",2025-06-12,VOI.ID
https://www.liputan6.com/news/read/6048979/viral-iphone-penumpang-hilang-di-pesawat-garuda-anggota-dpr-ini-juga-pernah-alami,"Viral iPhone Penumpang Hilang di Pesawat Garuda, Anggota DPR Ini Juga Pernah Alami",2025-06-11,Liputan6.com
https://kumparan.com/kumparanbisnis/tambah-120-pesawat-garuda-indonesia-bidik-kuasai-50-persen-pasar-domestik-25FM5dAtnb5,"Tambah 120 Pesawat, Garuda Indonesia Bidik Kuasai 50 Persen Pasar Domestik - kumparan.com",2025-06-11,Kumparan
https://mediaindonesia.com/ekonomi/781304/iphone-hilang-di-pesawat-dpr-pihak-garuda-harus-usut-tuntas,"Iphone Hilang di Pesawat, DPR: Pihak Garuda Harus Usut Tuntas",2025-06-11,Media Indonesia
https://aviationa2z.com/index.php/2025/06/11/garuda-indonesia-suspends-entire-crew-after-iphone-theft/,Garuda Indonesia Suspends Entire Crew After iPhone Theft Investigation,2025-06-11,Aviation A2Z
https://nasional.kompas.com/read/2025/06/11/10402351/iphone-hilang-di-pesawat-anggota-dpr-garuda-indonesia-gagal-jaga-kepercayaan?page=all,"Iphone Hilang di Pesawat, Anggota DPR: Garuda Indonesia Gagal Jaga Kepercayaan Penumpang",2025-06-11,Kompas.com
https://www.tribunnews.com/nasional/2025/06/11/sosok-michael-tjendara-penumpang-yang-viral-usai-kehilangan-ponsel-di-pesawat-garuda-indonesia,"Sosok Michael Tjendara, Penumpang yang Viral usai Kehilangan Ponsel di Pesawat Garuda Indonesia",2025-06-11,Tribunnews.com
https://radarkediri.jawapos.com/nasional/786127881/ponselnya-hilang-di-pesawat-garuda-siapa-sebenarnya-michael-tjendara,"Ponselnya Hilang di Pesawat Garuda, Siapa Sebenarnya Michael Tjendara? - Radar Kediri",2025-06-11,Radar Kediri
https://sinpo.id/detail/98233/legislator-soroti-kasus-handphone-penumpang-hilang-di-pesawat-garuda-indonesia,Legislator Soroti Kasus Handphone Penumpang Hilang di Pesawat Garuda Indonesia,2025-06-11,SinPo.id
https://medan.kompas.com/read/2025/06/11/065555578/bobby-jelaskan-soal-sewa-pesawat-garuda-rp-860-juta-pindahkan-napi-yang?page=all,Bobby Jelaskan soal Sewa Pesawat Garuda Rp 860 Juta Pindahkan Napi yang Kontrol Narkoba di Lapas,2025-06-11,Kompas.com
https://www.detik.com/jatim/berita/d-7959456/geger-iphone-penumpang-garuda-hilang-hingga-awak-pesawat-dibebastugaskan,Geger iPhone Penumpang Garuda Hilang hingga Awak Pesawat Dibebastugaskan,2025-06-11,detikcom
https://en.tempo.co/read/2016032/garuda-indonesia-investigates-lost-phone-incident-on-flight-ga-716,Garuda Indonesia Investigates Lost Phone Incident on Flight GA 716,2025-06-10,Tempo.co
https://www.tribunnews.com/nasional/2025/06/10/iphone-hilang-di-pesawat-garuda-komisi-vi-dpr-usut-dan-evaluasi-etika-kru,"iPhone Hilang di Pesawat Garuda, Komisi VI DPR: Usut dan Evaluasi Etika Kru",2025-06-10,Tribunnews.com
https://onemileatatime.com/news/garuda-indonesia-crew-accused-stealing-iphone/,"Garuda Indonesia Crew Accused Of Stealing iPhone, Dumping It In River",2025-06-10,One Mile at a Time
https://www.kompas.tv/nasional/598521/anggota-dpr-soal-hp-penumpang-hilang-di-pesawat-garuda-harus-terbuka-jangan-ada-yang-ditutupi,"Anggota DPR Soal HP Penumpang Hilang di Pesawat: Garuda Harus Terbuka, Jangan Ada yang Ditutupi",2025-06-10,Kompas.tv
https://rm.id/baca-berita/nasional/268787/garuda-indonesia-kena-semprot-dpr-kasus-hilang-hp-di-pesawat-kembali-terulang,"Garuda Indonesia Kena Semprot DPR, Kasus Hilang HP Di Pesawat Kembali Terulang",2025-06-10,RM.ID
https://20.detik.com/detikupdate/20250610-250610055/video-viral-hp-penumpang-hilang-di-pesawat-garuda-kasih-penjelasan,"Video: Viral HP Penumpang Hilang di Pesawat, Garuda Kasih Penjelasan",2025-06-10,20detik
https://www.inilah.com/viral-iphone-penumpang-hilang-garuda-siap-investigasi,"Viral iPhone Penumpang Hilang dalam Pesawat, Ini Penjelasan Lengkap Maskapai Garuda",2025-06-10,Inilah.com
https://bengkulu.tribunnews.com/2025/06/10/sosok-penumpang-kehilangan-hp-di-pesawat-garuda-indonesia-profesi-mentereng-maskapai-ketar-ketir,"Sosok Penumpang Kehilangan HP di Pesawat Garuda Indonesia, Profesi Mentereng, Maskapai Ketar-Ketir",2025-06-10,Tribunbengkulu.com
https://www.suara.com/bisnis/2025/06/10/100222/pilot-dan-pramugari-garuda-indonesia-dibebastugaskan-usai-penumpang-kehilangan-hp-di-pesawat,Pilot dan Pramugari Garuda Indonesia Dibebastugaskan Usai Penumpang Kehilangan HP di Pesawat,2025-06-10,Suara.com
https://en.tempo.co/read/2016122/chronology-oflost-iphone-case-on-garuda-indonesia-flight-ga716-jakarta-melbourne,Chronology of Lost iPhone Case on Garuda Indonesia Flight GA716 Jakarta-Melbourne,2025-06-10,Tempo.co English
https://www.marketeers.com/hp-penumpang-hilang-di-pesawat-garuda-indonesia-bebas-tugaskan-awak-kabin/,"HP Penumpang Hilang di Pesawat, Garuda Indonesia Bebas Tugaskan Awak Kabin",2025-06-10,Marketeers
https://www.cnnindonesia.com/ekonomi/20250610063047-92-1237973/garuda-indonesia-minta-maaf-buntut-hp-penumpang-hilang-di-pesawat,Garuda Indonesia Minta Maaf Buntut HP Penumpang Hilang di Pesawat,2025-06-10,CNN Indonesia
https://www.cnnindonesia.com/teknologi/20250610162728-185-1238241/viral-iphone-penumpang-hilang-di-pesawat-garuda-begini-cara-lacaknya,"Viral iPhone Penumpang Hilang di Pesawat Garuda, Begini Cara Lacaknya",2025-06-10,CNN Indonesia
https://bangka.tribunnews.com/2025/06/10/terkuak-penumpang-garuda-yang-kehilangan-hp-di-pesawat-bukan-sosok-sembarangan-profesi-mentereng,"Terkuak Penumpang Garuda yang Kehilangan HP di Pesawat, Bukan Sosok Sembarangan, Profesi Mentereng",2025-06-10,Bangkapos.com
https://www.antaranews.com/berita/4889853/danantara-respons-permintaan-pendanaan-untuk-15-pesawat-garuda,Danantara respons permintaan pendanaan untuk 15 pesawat Garuda,2025-06-10,ANTARA News
https://www.brilio.net/serius/5-fakta-kasus-terbaru-hp-penumpang-hilang-di-pesawat-garuda-garuda-indonesia-bebastugaskan-awak-kabin-250610m.html,"5 Fakta kasus terbaru HP penumpang hilang di pesawat Garuda, Garuda Indonesia bebastugaskan awak kabin",2025-06-10,Brilio.net
https://news.detik.com/berita/d-7956588/viral-iphone-penumpang-hilang-di-pesawat-garuda-bebas-tugaskan-awak-kabin,"Viral iPhone Penumpang Hilang di Pesawat, Garuda Bebas Tugaskan Awak Kabin",2025-06-10,detikNews
https://www.tempo.co/politik/bobby-nasution-batal-sewa-pesawat-garuda-untuk-pindahkan-narapidana-1674149,Bobby Nasution Batal Sewa Pesawat Garuda untuk Pindahkan Narapidana,2025-06-10,Tempo.co
https://www.tempo.co/ekonomi/kronologi-kasus-iphone-hilang-di-pesawat-garuda-indonesia-ga716-1673845,Kronologi Kasus iPhone Hilang di Pesawat Garuda Indonesia GA716,2025-06-10,Tempo.co
https://www.kompas.tv/nasional/598512/kronologi-penumpang-garuda-indonesia-kehilangan-hp-di-pesawat-sempat-terlacak-di-hotel-kru?page=all,"Kronologi Penumpang Garuda Indonesia Kehilangan HP di Pesawat, Sempat Terlacak di Hotel Kru",2025-06-10,Kompas.tv
https://www.ntvnews.id/ekonomi/0150716/hp-penumpang-hilang-di-pesawat-garuda-indonesia-lakukan-investigasi-menyeluruh,"HP Penumpang Hilang di Pesawat, Garuda Indonesia Lakukan Investigasi Menyeluruh",2025-06-10,Ntvnews.id
https://economy.okezone.com/read/2025/06/10/320/3145961/kronologi-iphone-penumpang-hilang-di-pesawat-garuda-terlacak-di-hotel-kru-lalu-dibuang,"Kronologi iPhone Penumpang Hilang di Pesawat Garuda, Terlacak di Hotel Kru Lalu Dibuang",2025-06-10,Okezone.com
https://lenteratoday.com/post/item/219047/Anggota-DPR-RI-Hilangnya-Iphone-di-Pesawat-Garuda-Indonesia-Mencoreng-Citra-Pelayanan,Anggota DPR RI : Hilangnya Iphone di Pesawat Garuda Indonesia Mencoreng Citra Pelayanan,2025-06-10,Lentera Today
https://ekonomi.bisnis.com/read/20250610/98/1883789/kronologi-penumpang-garuda-giaa-kehilangan-hp-di-pesawat,Kronologi Penumpang Garuda (GIAA) Kehilangan HP di Pesawat,2025-06-10,Bisnis.com
https://www.tempo.co/ekonomi/garuda-indonesia-klaim-tangani-kehilangan-handphone-penumpangnya-sesuai-prosedur-1674047,Garuda Indonesia Klaim Tangani Kehilangan Handphone Penumpangnya Sesuai Prosedur,2025-06-10,Tempo.co
https://en.tempo.co/read/2016323/danantara-ceo-unveils-funding-plan-for-flagship-airline-garuda-indonesia,Danantara CEO Unveils Funding Plan for Flagship Airline Garuda Indonesia,2025-06-10,Tempo.co
https://www.cnbcindonesia.com/market/20250610095333-17-639607/hp-penumpang-hilang-semua-awak-kabin-garuda-indonesia-dibebastugaskan,"HP Penumpang Hilang, Semua Awak Kabin Garuda Indonesia Dibebastugaskan",2025-06-10,CNBC Indonesia
https://money.kompas.com/read/2025/06/10/130957726/garuda-bebas-tugaskan-awak-kabin-usai-laporan-iphone-hilang-di-pesawat,Garuda Bebas Tugaskan Awak Kabin Usai Laporan iPhone Hilang di Pesawat,2025-06-10,Kompas.com
https://kaltimpost.jawapos.com/utama/2386124008/buntut-hp-penumpang-hilang-di-pesawat-garuda-indonesia-nonaktifkan-seluruh-awak-kabin,"Buntut HP Penumpang Hilang di Pesawat, Garuda Indonesia Nonaktifkan Seluruh Awak Kabin - Kaltim Post",2025-06-10,Kaltim Post
https://economy.okezone.com/read/2025/06/09/320/3145904/3-fakta-iphone-milik-penumpang-hilang-di-pesawat-garuda-indonesia-investigasi-hingga-bebastugaskan-kru-penerbangan,"3 Fakta iPhone Milik Penumpang Hilang di Pesawat, Garuda Indonesia Investigasi hingga Bebastugaskan Kru Penerbangan",2025-06-09,economy.okezone.com
https://www.tribunnews.com/nasional/2025/06/09/kronologi-penumpang-garuda-indonesia-kehilangan-hp-dalam-pesawat-di-melbourne-diduga-diambil-kru,"Kronologi Penumpang Garuda Indonesia Kehilangan HP Dalam Pesawat di Melbourne, Diduga Diambil Kru",2025-06-09,Tribunnews.com
https://www.kompas.tv/nasional/598472/soal-hp-penumpang-hilang-di-pesawat-garuda-indonesia-lakukan-investigasi-menyeluruh?page=all,"Soal HP Penumpang Hilang di Pesawat, Garuda Indonesia Lakukan Investigasi Menyeluruh",2025-06-09,Kompas.tv
https://www.tribunnews.com/bisnis/2025/06/09/iphone-penumpang-garuda-hilang-di-pesawat-semua-awak-kabin-dibebastugaskan-simak-kronologinya,"iPhone Penumpang Garuda Hilang di Pesawat, Semua Awak Kabin Dibebastugaskan, Simak Kronologinya",2025-06-09,Tribunnews.com
https://www.tribunnews.com/bisnis/2025/06/09/libur-sekolah-garuda-indonesia-diskon-harga-tiket-pesawat-sebesar-5-persen,"Libur Sekolah, Garuda Indonesia Diskon Harga Tiket Pesawat Sebesar 5 Persen",2025-06-09,Tribunnews.com
https://money.kompas.com/read/2025/06/09/201436426/investigasi-hilangnya-ponsel-penumpang-garuda-indonesia-bebas-tugaskan-semua,"Investigasi Hilangnya Ponsel Penumpang, Garuda Indonesia Bebas Tugaskan Semua Awak Kabin Terkait",2025-06-09,Kompas.com
https://www.kompas.tv/nasional/598477/penumpang-kehilangan-hp-di-pesawat-garuda-indonesia-awak-kabin-yang-bertugas-telah-dibebastugaskan,"Penumpang Kehilangan HP di Pesawat, Garuda Indonesia: Awak Kabin yang Bertugas Telah Dibebastugaskan",2025-06-09,Kompas.tv
https://indonesiabusinesspost.com/4477/corporate-affairs/garuda-suspends-entire-ga716-flight-crew-over-missing-iphone-case,Garuda suspends entire GA716 flight crew over missing iPhone case,2025-06-09,Indonesia Business Post
https://travel.kompas.com/read/2025/06/09/160000527/viral-penumpang-kehilangan-ponsel-di-pesawat-garuda-indonesia-lakukan,"Viral Penumpang Kehilangan Ponsel di Pesawat, Garuda Indonesia Lakukan Investigasi",2025-06-09,Kompas.com
https://travel.detik.com/travel-news/d-7955978/penjelasan-garuda-tentang-hp-penumpang-hilang-di-penerbangan-melbourne,Penjelasan Garuda tentang HP Penumpang Hilang di Penerbangan Melbourne,2025-06-09,detikTravel
https://money.kompas.com/read/2025/06/08/180000726/diskon-garuda-indonesia-untuk-libur-sekolah-harga-tiket-pesawat-domestik-turun,"Diskon Garuda Indonesia untuk Libur Sekolah, Harga Tiket Pesawat Domestik Turun 5 Persen",2025-06-08,Kompas.com
https://www.metrotvnews.com/play/kewCMmxn-skuad-garuda-terbang-ke-jepang-dengan-pesawat-pok-mon,Skuad Garuda Terbang ke Jepang dengan Pesawat Pokémon,2025-06-07,MetroTVNews.com
https://www.metrotvnews.com/read/bD2CMlyj-garuda-indonesia-pangkas-harga-tiket-pesawat-hingga-5,Garuda Indonesia Pangkas Harga Tiket Pesawat hingga 5%,2025-06-07,MetroTVNews.com
https://www.ch-aviation.com/news/154488-garuda-indonesia-chasing-500mn-from-sovereign-wealth-fund,Garuda Indonesia chasing $500mn from sovereign wealth fund,2025-06-06,ch-aviation
https://www.cnnindonesia.com/nasional/20250606185803-20-1237315/bobby-batal-sewa-pesawat-garuda-pindahkan-narapidana-ke-nusakambangan,Bobby Batal Sewa Pesawat Garuda Pindahkan Narapidana ke Nusakambangan,2025-06-06,CNN Indonesia
https://diskominfo.sumutprov.go.id/page/berita/pengadaan-gagal-di-lpse-pemprov-sumut-tidak-lanjutkan-paket-sewa-pesawat-garuda-untuk-pindahkan-narapidana,"Pengadaan Gagal di LPSE, Pemprov Sumut Tidak Lanjutkan Paket Sewa Pesawat Garuda untuk Pindahkan Narapidana",2025-06-06,Diskominfo Sumut
https://mediaindonesia.com/ekonomi/779697/diskon-tiket-pesawat-50-persen-garuda-indonesia-berlaku-mulai-besok-,Diskon Tiket Pesawat 50 Persen Garuda Indonesia Berlaku Mulai Besok,2025-06-05,Media Indonesia
https://www.metrotvnews.com/read/KdZCjr3v-siap-siap-tiket-garuda-indonesia-diskon-50-mulai-besok,Siap-siap! Tiket Garuda Indonesia Diskon 50% Mulai Besok,2025-06-05,MetroTVNews.com
https://www.travelandtourworld.com/news/article/indigo-and-garuda-indonesia-strengthen-strategic-partnership-with-new-codeshare-agreement-opening-up-more-seamless-travel-routes-and-enhanced-connectivity-across-asia-pacific/,"IndiGo And Garuda Indonesia Strengthen Strategic Partnership With New Codeshare Agreement, Opening Up More Seamless Travel Routes And Enhanced Connectivity Across Asia-Pacific",2025-06-04,Travel And Tour World
https://www.businesstimes.com.sg/international/asean/garuda-said-talks-us500-million-indonesia-wealth-fund,Garuda said in talks for US$500 million from Indonesia wealth fund,2025-06-04,The Business Times
https://www.traveldailymedia.com/indigo-codeshares-with-garuda-indonesia/,IndiGo codeshares with Garuda Indonesia,2025-06-04,Travel Daily Media
https://timesofoman.com/article/158910-indigo-and-garuda-indonesia-sign-codeshare-agreement,IndiGo and Garuda Indonesia sign codeshare agreement,2025-06-04,Times of Oman
https://traveltradejournal.com/indigo-and-garuda-indonesia-announce-codeshare-partnership/,IndiGo and Garuda Indonesia announce codeshare partnership,2025-06-03,Travel Trade Journal
https://www.bloomberg.com/news/articles/2025-06-04/garuda-said-in-talks-for-500-million-from-indonesian-fund,Garuda Said in Talks for $500 Million From Indonesia Wealth Fund,2025-06-03,Bloomberg.com
