link,judul,tanggal,portal,tag
https://bangka.tribunnews.com/2025/06/10/terkuak-penumpang-garuda-yang-kehilangan-hp-di-pesawat-bukan-sosok-sembarangan-profesi-mentereng,"Terkuak Penumpang Garuda yang Kehilangan HP di Pesawat, Bukan Sosok Sembarangan, Profesi Mentereng",2025-06-10 00:00:00,Bangkapos.com,Lainnya
https://www.antaranews.com/berita/4889853/danantara-respons-permintaan-pendanaan-untuk-15-pesawat-garuda,Danantara respons permintaan pendanaan untuk 15 pesawat Garuda,2025-06-10 00:00:00,ANTARA News,Lainnya
https://www.brilio.net/serius/5-fakta-kasus-terbaru-hp-penumpang-hilang-di-pesawat-garuda-garuda-indonesia-bebastugaskan-awak-kabin-250610m.html,"5 Fakta kasus terbaru HP penumpang hilang di pesawat Garuda, Garuda Indonesia bebastugaskan awak kabin",2025-06-10 00:00:00,Brilio.net,Hukum/Regulasi
https://news.detik.com/berita/d-7956588/viral-iphone-penumpang-hilang-di-pesawat-garuda-bebas-tugaskan-awak-kabin,"Viral iPhone Penumpang Hilang di Pesawat, Garuda Bebas Tugaskan Awak Kabin",2025-06-10 00:00:00,detikNews,Lainnya
https://www.tempo.co/politik/bobby-nasution-batal-sewa-pesawat-garuda-untuk-pindahkan-narapidana-1674149,Bobby Nasution Batal Sewa Pesawat Garuda untuk Pindahkan Narapidana,2025-06-10 00:00:00,Tempo.co,Rute/Operasional
https://www.tempo.co/ekonomi/kronologi-kasus-iphone-hilang-di-pesawat-garuda-indonesia-ga716-1673845,Kronologi Kasus iPhone Hilang di Pesawat Garuda Indonesia GA716,2025-06-10 00:00:00,Tempo.co,Hukum/Regulasi
https://www.kompas.tv/nasional/598512/kronologi-penumpang-garuda-indonesia-kehilangan-hp-di-pesawat-sempat-terlacak-di-hotel-kru?page=all,"Kronologi Penumpang Garuda Indonesia Kehilangan HP di Pesawat, Sempat Terlacak di Hotel Kru",2025-06-10 00:00:00,Kompas.tv,Lainnya
https://www.ntvnews.id/ekonomi/0150716/hp-penumpang-hilang-di-pesawat-garuda-indonesia-lakukan-investigasi-menyeluruh,"HP Penumpang Hilang di Pesawat, Garuda Indonesia Lakukan Investigasi Menyeluruh",2025-06-10 00:00:00,Ntvnews.id,Lainnya
https://economy.okezone.com/read/2025/06/10/320/3145961/kronologi-iphone-penumpang-hilang-di-pesawat-garuda-terlacak-di-hotel-kru-lalu-dibuang,"Kronologi iPhone Penumpang Hilang di Pesawat Garuda, Terlacak di Hotel Kru Lalu Dibuang",2025-06-10 00:00:00,Okezone.com,Lainnya
https://lenteratoday.com/post/item/219047/Anggota-DPR-RI-Hilangnya-Iphone-di-Pesawat-Garuda-Indonesia-Mencoreng-Citra-Pelayanan,Anggota DPR RI : Hilangnya Iphone di Pesawat Garuda Indonesia Mencoreng Citra Pelayanan,2025-06-10 00:00:00,Lentera Today,Lainnya
https://ekonomi.bisnis.com/read/20250610/98/1883789/kronologi-penumpang-garuda-giaa-kehilangan-hp-di-pesawat,Kronologi Penumpang Garuda (GIAA) Kehilangan HP di Pesawat,2025-06-10 00:00:00,Bisnis.com,Lainnya
https://www.tempo.co/ekonomi/garuda-indonesia-klaim-tangani-kehilangan-handphone-penumpangnya-sesuai-prosedur-1674047,Garuda Indonesia Klaim Tangani Kehilangan Handphone Penumpangnya Sesuai Prosedur,2025-06-10 00:00:00,Tempo.co,Lainnya
https://www.cnbcindonesia.com/market/20250610095333-17-639607/hp-penumpang-hilang-semua-awak-kabin-garuda-indonesia-dibebastugaskan,"HP Penumpang Hilang, Semua Awak Kabin Garuda Indonesia Dibebastugaskan",2025-06-10 00:00:00,CNBC Indonesia,Lainnya
https://money.kompas.com/read/2025/06/10/130957726/garuda-bebas-tugaskan-awak-kabin-usai-laporan-iphone-hilang-di-pesawat,Garuda Bebas Tugaskan Awak Kabin Usai Laporan iPhone Hilang di Pesawat,2025-06-10 00:00:00,Kompas.com,Lainnya
https://kaltimpost.jawapos.com/utama/2386124008/buntut-hp-penumpang-hilang-di-pesawat-garuda-indonesia-nonaktifkan-seluruh-awak-kabin,"Buntut HP Penumpang Hilang di Pesawat, Garuda Indonesia Nonaktifkan Seluruh Awak Kabin - Kaltim Post",2025-06-10 00:00:00,Kaltim Post,Lainnya
https://economy.okezone.com/read/2025/06/09/320/3145904/3-fakta-iphone-milik-penumpang-hilang-di-pesawat-garuda-indonesia-investigasi-hingga-bebastugaskan-kru-penerbangan,"3 Fakta iPhone Milik Penumpang Hilang di Pesawat, Garuda Indonesia Investigasi hingga Bebastugaskan Kru Penerbangan",2025-06-09 00:00:00,economy.okezone.com,Rute/Operasional
https://www.tribunnews.com/nasional/2025/06/09/kronologi-penumpang-garuda-indonesia-kehilangan-hp-dalam-pesawat-di-melbourne-diduga-diambil-kru,"Kronologi Penumpang Garuda Indonesia Kehilangan HP Dalam Pesawat di Melbourne, Diduga Diambil Kru",2025-06-09 00:00:00,Tribunnews.com,Lainnya
https://www.kompas.tv/nasional/598472/soal-hp-penumpang-hilang-di-pesawat-garuda-indonesia-lakukan-investigasi-menyeluruh?page=all,"Soal HP Penumpang Hilang di Pesawat, Garuda Indonesia Lakukan Investigasi Menyeluruh",2025-06-09 00:00:00,Kompas.tv,Lainnya
https://www.tribunnews.com/bisnis/2025/06/09/iphone-penumpang-garuda-hilang-di-pesawat-semua-awak-kabin-dibebastugaskan-simak-kronologinya,"iPhone Penumpang Garuda Hilang di Pesawat, Semua Awak Kabin Dibebastugaskan, Simak Kronologinya",2025-06-09 00:00:00,Tribunnews.com,Lainnya
https://www.tribunnews.com/bisnis/2025/06/09/libur-sekolah-garuda-indonesia-diskon-harga-tiket-pesawat-sebesar-5-persen,"Libur Sekolah, Garuda Indonesia Diskon Harga Tiket Pesawat Sebesar 5 Persen",2025-06-09 00:00:00,Tribunnews.com,Lainnya
https://money.kompas.com/read/2025/06/09/201436426/investigasi-hilangnya-ponsel-penumpang-garuda-indonesia-bebas-tugaskan-semua,"Investigasi Hilangnya Ponsel Penumpang, Garuda Indonesia Bebas Tugaskan Semua Awak Kabin Terkait",2025-06-09 00:00:00,Kompas.com,Lainnya
https://www.kompas.tv/nasional/598477/penumpang-kehilangan-hp-di-pesawat-garuda-indonesia-awak-kabin-yang-bertugas-telah-dibebastugaskan,"Penumpang Kehilangan HP di Pesawat, Garuda Indonesia: Awak Kabin yang Bertugas Telah Dibebastugaskan",2025-06-09 00:00:00,Kompas.tv,Lainnya
https://travel.kompas.com/read/2025/06/09/160000527/viral-penumpang-kehilangan-ponsel-di-pesawat-garuda-indonesia-lakukan,"Viral Penumpang Kehilangan Ponsel di Pesawat, Garuda Indonesia Lakukan Investigasi",2025-06-09 00:00:00,Kompas.com,Lainnya
https://travel.detik.com/travel-news/d-7955978/penjelasan-garuda-tentang-hp-penumpang-hilang-di-penerbangan-melbourne,Penjelasan Garuda tentang HP Penumpang Hilang di Penerbangan Melbourne,2025-06-09 00:00:00,detikTravel,Rute/Operasional
https://money.kompas.com/read/2025/06/08/180000726/diskon-garuda-indonesia-untuk-libur-sekolah-harga-tiket-pesawat-domestik-turun,"Diskon Garuda Indonesia untuk Libur Sekolah, Harga Tiket Pesawat Domestik Turun 5 Persen",2025-06-08 00:00:00,Kompas.com,Lainnya
https://www.metrotvnews.com/play/kewCMmxn-skuad-garuda-terbang-ke-jepang-dengan-pesawat-pok-mon,Skuad Garuda Terbang ke Jepang dengan Pesawat Pokémon,2025-06-07 00:00:00,MetroTVNews.com,Lainnya
https://www.metrotvnews.com/read/bD2CMlyj-garuda-indonesia-pangkas-harga-tiket-pesawat-hingga-5,Garuda Indonesia Pangkas Harga Tiket Pesawat hingga 5%,2025-06-07 00:00:00,MetroTVNews.com,Lainnya
https://www.cnnindonesia.com/nasional/20250606185803-20-1237315/bobby-batal-sewa-pesawat-garuda-pindahkan-narapidana-ke-nusakambangan,Bobby Batal Sewa Pesawat Garuda Pindahkan Narapidana ke Nusakambangan,2025-06-06 00:00:00,CNN Indonesia,Rute/Operasional
https://diskominfo.sumutprov.go.id/page/berita/pengadaan-gagal-di-lpse-pemprov-sumut-tidak-lanjutkan-paket-sewa-pesawat-garuda-untuk-pindahkan-narapidana,"Pengadaan Gagal di LPSE, Pemprov Sumut Tidak Lanjutkan Paket Sewa Pesawat Garuda untuk Pindahkan Narapidana",2025-06-06 00:00:00,Diskominfo Sumut,Lainnya
https://mediaindonesia.com/ekonomi/779697/diskon-tiket-pesawat-50-persen-garuda-indonesia-berlaku-mulai-besok-,Diskon Tiket Pesawat 50 Persen Garuda Indonesia Berlaku Mulai Besok,2025-06-05 00:00:00,Media Indonesia,Lainnya
https://www.metrotvnews.com/read/KdZCjr3v-siap-siap-tiket-garuda-indonesia-diskon-50-mulai-besok,Siap-siap! Tiket Garuda Indonesia Diskon 50% Mulai Besok,2025-06-05 00:00:00,MetroTVNews.com,Lainnya
https://www.traveldailymedia.com/indigo-codeshares-with-garuda-indonesia/,IndiGo codeshares with Garuda Indonesia,2025-06-04 00:00:00,Travel Daily Media,Lainnya
https://timesofoman.com/article/158910-indigo-and-garuda-indonesia-sign-codeshare-agreement,IndiGo and Garuda Indonesia sign codeshare agreement,2025-06-04 00:00:00,Times of Oman,Lainnya
https://traveltradejournal.com/indigo-and-garuda-indonesia-announce-codeshare-partnership/,IndiGo and Garuda Indonesia announce codeshare partnership,2025-06-03 00:00:00,Travel Trade Journal,Lainnya
https://momsmoney.kontan.co.id/news/promo-tiket-pesawat-garuda-jakarta-tokyo-pp-mulai-rp-61-jutaan-beli-di-gotf-2025,"Promo Tiket Pesawat Garuda Jakarta-Tokyo PP mulai Rp 6,1 Jutaan, Beli di GOTF 2025",2025-05-30 00:00:00,kontan.co.id,Lainnya
https://ekonomi.republika.co.id/berita/sx05l6368/7-alasan-tiket-pesawat-garuda-indonesia-selalu-jadi-pilihan-utama,7 Alasan Tiket Pesawat Garuda Indonesia Selalu Jadi Pilihan Utama,2025-05-29 00:00:00,republika.co.id,Lainnya
https://www.tempo.co/ekonomi/lima-pernyataan-sikap-asosiasi-pilot-garuda-indonesia-1553766,Lima Pernyataan Sikap Asosiasi Pilot Garuda Indonesia,2025-05-26 00:00:00,Tempo.co,Lainnya
https://www.cnbcindonesia.com/market/20250522082444-17-635193/erick-thohir-buka-opsi-boeing-pasok-pesawat-ke-garuda-indonesia--giaa-,Erick Thohir Buka Opsi Boeing Pasok Pesawat ke Garuda Indonesia (GIAA),2025-05-22 00:00:00,CNBC Indonesia,Lainnya
https://finance.detik.com/berita-ekonomi-bisnis/d-7926603/bos-garuda-ungkap-3-alasan-harga-tiket-pesawat-mahal,Bos Garuda Ungkap 3 Alasan Harga Tiket Pesawat Mahal,2025-05-22 00:00:00,detikFinance,Lainnya
https://www.antaranews.com/berita/4851173/garuda-indonesia-ungkap-alasan-harga-tiket-pesawat-mahal,Garuda Indonesia ungkap alasan harga tiket pesawat mahal,2025-05-22 00:00:00,ANTARA News,Lainnya
https://money.kompas.com/read/2025/05/22/153632726/kenapa-harga-tiket-pesawat-mahal-ini-kata-garuda-indonesia,Kenapa Harga Tiket Pesawat Mahal? Ini Kata Garuda Indonesia,2025-05-22 00:00:00,Kompas.com,Lainnya
https://www.cnnindonesia.com/ekonomi/20250522131203-92-1232009/biaya-penerbangan-garuda-bengkak-rp75-juta-dibandingkan-2019,Biaya Penerbangan Garuda Bengkak Rp75 Juta Dibandingkan 2019,2025-05-22 00:00:00,CNN Indonesia,Rute/Operasional
https://20.detik.com/detikupdate/20250522-250522134/video-dirut-garuda-ungkap-3-faktor-penyebab-harga-tiket-pesawat-mahal,Video: Dirut Garuda Ungkap 3 Faktor Penyebab Harga Tiket Pesawat Mahal,2025-05-22 00:00:00,20detik,Lainnya
https://market.bisnis.com/read/20250521/192/1878767/erick-thohir-ungkap-rencana-garuda-giaa-tambah-armada-pesawat-boeing,Erick Thohir Ungkap Rencana Garuda (GIAA) Tambah Armada Pesawat Boeing,2025-05-21 00:00:00,Bisnis.com,Lainnya
https://www.liputan6.com/lifestyle/read/6027064/top-3-berita-hari-ini-pesawat-garuda-indonesia-pengangkut-jemaah-haji-balik-ke-landasan-pacu-bandara-kualanamu-setelah-terbang-40-menit,Top 3 Berita Hari Ini: Pesawat Garuda Indonesia Pengangkut Jemaah Haji Balik ke Landasan Pacu Bandara Kualanamu Setelah Terbang 40 Menit,2025-05-21 00:00:00,Liputan6.com,Lainnya
https://money.kompas.com/read/2025/05/20/184000026/erick-thohir-jajaki-penambahan-pesawat-garuda-indonesia-dengan-boeing,Erick Thohir Jajaki Penambahan Pesawat Garuda Indonesia dengan Boeing,2025-05-20 00:00:00,Kompas.com,Lainnya
https://www.liputan6.com/news/read/6028005/jemaah-haji-asal-tangerang-meninggal-di-pesawat-garuda-indonesia-dimakamkan-di-jeddah,"Jemaah Haji Asal Tangerang Meninggal di Pesawat Garuda Indonesia, Dimakamkan di Jeddah",2025-05-20 00:00:00,Liputan6.com,Lainnya
https://www.liputan6.com/lifestyle/read/6026474/pesawat-garuda-indonesia-pengangkut-jemaah-haji-balik-ke-landasan-pacu-bandara-kualanamu-setelah-terbang-40-menit,Pesawat Garuda Indonesia Pengangkut Jemaah Haji Balik ke Landasan Pacu Bandara Kualanamu Setelah Terbang 40 Menit,2025-05-19 00:00:00,Liputan6.com,Lainnya
https://www.waspada.id/medan/sempat-terbang-40-menit-pesawat-garuda-bawa-359-calhaj-kloter-14-kembali-ke-kualanamu/,"Sempat Terbang 40 Menit, Pesawat Garuda Bawa 359 Calhaj Kloter 14 Kembali Ke Kualanamu",2025-05-18 00:00:00,waspada.id,Lainnya
https://www.antaranews.com/berita/4841941/pesawat-garuda-bawa-jamaah-calon-haji-lakukan-rtb-di-bandara-kualanamu,Pesawat Garuda bawa jamaah calon haji lakukan RTB di Bandara Kualanamu,2025-05-18 00:00:00,ANTARA News,Lainnya
https://ekonomi.bisnis.com/read/20250518/12/1877811/kemenhub-buka-suara-soal-pesawat-garuda-giaa-kloter-haji-medan-kembali-ke-bandara-setelah-terbang,Kemenhub Buka Suara Soal Pesawat Garuda (GIAA) Kloter Haji Medan Kembali ke Bandara Setelah Terbang,2025-05-18 00:00:00,Bisnis.com,Lainnya
https://kumparan.com/jendela-dunia/3-fasilitas-kelas-bisnis-garuda-indonesia-untuk-calon-penumpang-pesawat-2544sP57uxY,3 Fasilitas Kelas Bisnis Garuda Indonesia untuk Calon Penumpang Pesawat - kumparan.com,2025-05-14 00:00:00,Kumparan,Lainnya
https://money.kompas.com/read/2025/05/09/113919226/menhub-hanya-garuda-yang-ajukan-revisi-aturan-tarif-batas-atas-pesawat,Menhub: Hanya Garuda yang Ajukan Revisi Aturan Tarif Batas Atas Pesawat,2025-05-09 00:00:00,Kompas.com,Lainnya
https://money.kompas.com/read/2025/05/09/081000926/menhub-buka-suara-soal-15-pesawat-garuda-dikandangkan,Menhub Buka Suara soal 15 Pesawat Garuda Dikandangkan,2025-05-09 00:00:00,Kompas.com,Lainnya
https://www.tempo.co/ekonomi/garuda-setop-sementara-operasional-15-pesawat-berapa-biaya-perawatannya--1374328,"Garuda Setop Sementara Operasional 15 Pesawat, Berapa Biaya Perawatannya?",2025-05-08 00:00:00,Tempo.co,Rute/Operasional
https://money.kompas.com/read/2025/05/08/063900526/bos-garuda-bantah-15-pesawat-dikandangkan-karena-kesulitan-biaya,Bos Garuda Bantah 15 Pesawat Dikandangkan karena Kesulitan Biaya,2025-05-08 00:00:00,Kompas.com,Lainnya
https://www.cnbcindonesia.com/market/20250507153630-17-631788/bos-garuda-buka-suara-soal-15-pesawat-tak-beroperasi-ini-katanya,"Bos Garuda Buka Suara Soal 15 Pesawat Tak Beroperasi, Ini Katanya",2025-05-07 00:00:00,CNBC Indonesia,Lainnya
https://babel.antaranews.com/berita/484341/garuda-indonesia-bantah-grounded-15-pesawat-karena-kesulitan-biaya,Garuda Indonesia bantah 'grounded' 15 pesawat karena kesulitan biaya,2025-05-07 00:00:00,ANTARA News Bangka Belitung,Lainnya
https://infobanknews.com/tak-mampu-bayar-perawatan-15-pesawat-garuda-di-grounded-ini-penjelasan-garuda/,"Tak “Mampu” Bayar Perawatan, 15 Pesawat Garuda di “Grounded? Ini Penjelasan Garuda",2025-05-07 00:00:00,Infobanknews,Lainnya
https://money.kompas.com/read/2025/05/07/141157226/kata-bos-garuda-indonesia-soal-15-pesawat-yang-di-grounded,"Kata Bos Garuda Indonesia soal 15 Pesawat yang Di-""grounded""",2025-05-07 00:00:00,Kompas.com,Lainnya
https://money.kompas.com/read/2025/05/07/102208226/garuda-hentikan-operasional-15-pesawat-kenapa,"Garuda Hentikan Operasional 15 Pesawat, Kenapa?",2025-05-07 00:00:00,Kompas.com,Rute/Operasional
https://www.tempo.co/ekonomi/garuda-blakblakan-soal-pemberhentian-operasi-15-pesawat--1364338,Garuda Blakblakan soal Pemberhentian Operasi 15 Pesawat,2025-05-07 00:00:00,Tempo.co,Lainnya
https://www.cnnindonesia.com/ekonomi/20250506122413-92-1226245/respons-garuda-soal-kandangkan-pesawat,Respons Garuda soal Kandangkan Pesawat,2025-05-07 00:00:00,CNN Indonesia,Lainnya
https://katadata.co.id/berita/industri/681b3263d2650/bos-garuda-bantah-hentikan-operasional-pesawat-hanya-kesulitan-suku-cadang,"Bos Garuda Bantah Hentikan Operasional Pesawat, Hanya Kesulitan Suku Cadang",2025-05-07 00:00:00,Katadata.co.id,Rute/Operasional
https://www.kompas.tv/ekonomi/591795/garuda-indonesia-tanggapi-isu-grounded-15-pesawat-karena-kesulitan-bayar-biaya-perawatan,Garuda Indonesia Tanggapi Isu Grounded 15 Pesawat karena Kesulitan Bayar Biaya Perawatan,2025-05-07 00:00:00,Kompas.tv,Lainnya
https://www.idntimes.com/business/economy/15-pesawat-garuda-indonesia-harus-berhenti-terbang-ini-alasannya-00-3m8tp-54jlnx,"15 Pesawat Garuda Indonesia Harus Berhenti Terbang, Ini Alasannya",2025-05-07 00:00:00,IDN Times,Lainnya
https://money.kompas.com/read/2025/05/07/121447926/garuda-indonesia-siapkan-13-pesawat-untuk-penerbangan-haji-2025,Garuda Indonesia Siapkan 13 Pesawat Untuk Penerbangan Haji 2025,2025-05-07 00:00:00,Kompas.com,Rute/Operasional
https://ekonomi.bisnis.com/read/20250507/98/1875110/bos-garuda-giaa-angkat-bicara-soal-15-pesawat-grounded,Bos Garuda (GIAA) Angkat Bicara soal 15 Pesawat Grounded,2025-05-07 00:00:00,Bisnis.com,Lainnya
https://investor.id/market/396717/soal-nasib-pesawatpesawatnya-garuda-giaa-terus-terang,"Soal Nasib Pesawat-pesawatnya, Garuda (GIAA) Terus Terang",2025-05-06 00:00:00,Investor.id,Lainnya
https://www.detik.com/bali/berita/d-7901724/15-pesawat-berhenti-beroperasi-begini-penjelasan-garuda-indonesia,"15 Pesawat Berhenti Beroperasi, Begini Penjelasan Garuda Indonesia",2025-05-06 00:00:00,detikcom,Lainnya
https://www.cnbcindonesia.com/market/20250506175025-17-631475/15-pesawat-berhenti-terbang-bos-garuda-indonesia--giaa--buka-suara,"15 Pesawat Berhenti Terbang, Bos Garuda Indonesia (GIAA) Buka Suara",2025-05-06 00:00:00,CNBC Indonesia,Lainnya
https://www.ch-aviation.com/news/153302-garuda-indonesia-takes-on-citilinks-last-two-a330neo,Garuda Indonesia takes on Citilink's last two A330neo,2025-05-06 00:00:00,ch-aviation,Lainnya
https://ekbis.sindonews.com/read/1563995/34/garuda-indonesia-hentikan-operasional-15-pesawat-ada-apa-1746500714,"Garuda Indonesia Hentikan Operasional 15 Pesawat, Ada Apa?",2025-05-06 00:00:00,SINDOnews Ekbis,Rute/Operasional
https://www.bloombergtechnoz.com/detail-news/70343/garuda-akui-kandangkan-15-pesawat-kesulitan-suku-cadang,"Garuda Akui Kandangkan 15 Pesawat, Kesulitan Suku Cadang",2025-05-06 00:00:00,Bloomberg Technoz,Lainnya
https://www.liputan6.com/bisnis/read/6015132/garuda-indonesia-kandangkan-15-pesawat-ini-penyebabnya,"Garuda Indonesia Kandangkan 15 Pesawat, Ini Penyebabnya",2025-05-06 00:00:00,Liputan6.com,Lainnya
https://indoaviation.asia/garuda-indonesia-group-hentikan-operasional-15-pesawat-ini-alasannya/,"Garuda Indonesia Group Hentikan Operasional 15 Pesawat, Ini Alasannya!",2025-05-06 00:00:00,IndoAviation Plus,Rute/Operasional
https://www.metrotvnews.com/play/kewCMMrX-garuda-indonesia-kandangkan-15-pesawat,Garuda Indonesia Kandangkan 15 Pesawat,2025-05-06 00:00:00,MetroTVNews.com,Lainnya
https://katadata.co.id/berita/industri/6819569656a7b/garuda-indonesia-respons-isu-kandangkan-15-pesawat-karena-terkendala-perawatan,Garuda Indonesia Respons Isu Kandangkan 15 Pesawat karena Terkendala Perawatan,2025-05-06 00:00:00,Katadata.co.id,Lainnya
https://www.beritasatu.com/ekonomi/2887277/ini-penyebab-15-pesawat-garuda-indonesia-dan-citilink-tidak-terbang,Ini Penyebab 15 Pesawat Garuda Indonesia dan Citilink Tidak Terbang,2025-05-06 00:00:00,BeritaSatu.com,Lainnya
https://finance.detik.com/berita-ekonomi-bisnis/d-7901575/garuda-indonesia-buka-suara-soal-hentikan-operasional-15-pesawat,Garuda Indonesia Buka Suara soal Hentikan Operasional 15 Pesawat,2025-05-06 00:00:00,detikFinance,Rute/Operasional
https://www.kompas.com/tren/read/2025/05/06/123000965/garuda-indonesia-disebut-hentikan-operasional-15-pesawatnya-karena,"Garuda Indonesia Disebut Hentikan Operasional 15 Pesawatnya karena Kesulitan Biaya Perawatan, Benarkah? - Kompas.com",2025-05-06 00:00:00,Kompas.com,Rute/Operasional
https://www.beritatrans.com/artikel/253455/mantap-pendapatan-charter-pesawat-garuda-indonesia-tumbuh-92-di-kuartal-i-2025/,"Mantap, Pendapatan Charter Pesawat Garuda Indonesia Tumbuh 92% di Kuartal I-2025",2025-05-06 00:00:00,beritatrans.com,Keuangan
https://finance.detik.com/berita-ekonomi-bisnis/d-7900344/erick-buka-suara-soal-kabar-garuda-indonesia-hentikan-operasional-15-pesawat,Erick Buka Suara soal Kabar Garuda Indonesia Hentikan Operasional 15 Pesawat,2025-05-05 00:00:00,detikFinance,Rute/Operasional
https://finance.detik.com/berita-ekonomi-bisnis/d-7899885/tak-kuat-biayai-perawatan-garuda-indonesia-hentikan-15-pesawat,"Tak Kuat Biayai Perawatan, Garuda Indonesia Hentikan 15 Pesawat",2025-05-05 00:00:00,detikFinance,Lainnya
https://ekonomi.bisnis.com/read/20250505/98/1874279/biaya-perawatan-mahal-garuda-giaa-grounded-15-pesawat,"Biaya Perawatan Mahal, Garuda (GIAA) Grounded 15 Pesawat",2025-05-05 00:00:00,Bisnis.com,Lainnya
https://ekonomi.bisnis.com/read/20250505/98/1874557/garuda-indonesia-giaa-grounded-15-pesawat-inaca-buka-suara,"Garuda Indonesia (GIAA) Grounded 15 Pesawat, INACA Buka Suara",2025-05-05 00:00:00,Bisnis.com,Lainnya
https://www.tribunnews.com/bisnis/2025/05/05/garuda-indonesia-hentikan-15-pesawat-imbas-kondisi-keuangan,Garuda Indonesia Hentikan 15 Pesawat Imbas Kondisi Keuangan,2025-05-05 00:00:00,Tribunnews.com,Lainnya
https://kumparan.com/kumparanbisnis/garuda-indonesia-group-akui-15-pesawat-grounded-terkendala-masalah-suku-cadang-250kX9dBehd,"Garuda Indonesia Group Akui 15 Pesawat Grounded, Terkendala Masalah Suku Cadang - kumparan.com",2025-05-05 00:00:00,Kumparan,Lainnya
https://www.suara.com/bisnis/2025/05/05/141508/garuda-indonesia-tak-kuat-bayar-biaya-perawatan-pesawat-15-unit-terpaksa-parkir,"Garuda Indonesia Tak Kuat Bayar Biaya Perawatan Pesawat, 15 Unit Terpaksa Parkir",2025-05-05 00:00:00,Suara.com,Lainnya
https://www.bloombergtechnoz.com/detail-news/70163/sinyal-buruk-sektor-penerbangan-garuda-kandangkan-15-pesawat,Sinyal Buruk Sektor Penerbangan: Garuda Kandangkan 15 Pesawat,2025-05-04 00:00:00,Bloomberg Technoz,Rute/Operasional
https://www.malukuterkini.com/2025/04/24/cuaca-ekstrem-garuda-gagal-mendarat-di-ambon/,"Cuaca Ekstrem, Garuda Gagal Mendarat di Ambon",2025-04-24 00:00:00,MalukuTerkini.com,Lainnya
https://www.ch-aviation.com/news/152740-garuda-indonesia-citilink-eye-100-active-aircraft-by-ye25,"Garuda Indonesia, Citilink eye 100 active aircraft by YE25",2025-04-21 00:00:00,ch-aviation,Lainnya
https://www.tribunnews.com/regional/2025/04/17/ban-pesawat-garuda-pecah-saat-mendarat-di-tanjungpinang-penumpang-akui-panik-karena-alami-guncangan,"Ban Pesawat Garuda Pecah saat Mendarat di Tanjungpinang, Penumpang Akui Panik karena Alami Guncangan",2025-04-17 00:00:00,Tribunnews.com,Lainnya
https://www.liputan6.com/bisnis/read/5998246/penjelasan-garuda-indonesia-soal-ban-pesawat-copot-saat-mendarat-di-bandara-tanjung-pinang,Penjelasan Garuda Indonesia Soal Ban Pesawat Copot saat Mendarat di Bandara Tanjung Pinang,2025-04-17 00:00:00,Liputan6.com,Lainnya
https://www.merdeka.com/uang/kronologi-ban-pesawat-garuda-indonesia-copot-dan-menggelinding-saat-mendarat-di-bandara-tanjung-pinang-378892-mvk.html,Kronologi Ban pesawat Garuda Indonesia Copot dan Menggelinding saat Mendarat di Bandara Tanjung Pinang,2025-04-17 00:00:00,Merdeka.com,Lainnya
https://www.hariankepri.com/ban-pesawat-copot-saat-mendarat-di-rhf-maskapai-garuda-indonesia-minta-maaf/,"Ban Pesawat Copot saat Mendarat di RHF, Maskapai Garuda Indonesia Minta Maaf",2025-04-17 00:00:00,Harian Kepri,Lainnya
https://www.kompas.com/tren/read/2025/04/17/111500765/ban-pesawat-garuda-indonesia-lepas-saat-mendarat-di-bandara-tanjung-pinang?page=all,Ban Pesawat Garuda Indonesia Lepas Saat Mendarat di Bandara Tanjung Pinang - Kompas.com,2025-04-17 00:00:00,Kompas.com,Lainnya
https://www.cnnindonesia.com/ekonomi/20250417182540-92-1219938/garuda-siapkan-14-pesawat-layani-90-ribu-jemaah-haji-2025,Garuda Siapkan 14 Pesawat Layani 90 Ribu Jemaah Haji 2025,2025-04-17 00:00:00,CNN Indonesia,Lainnya
https://news.detik.com/berita/d-7874122/14-pesawat-garuda-dan-5-pesawat-lion-air-disiapkan-untuk-angkut-jemaah-haji,14 Pesawat Garuda dan 5 Pesawat Lion Air Disiapkan untuk Angkut Jemaah Haji,2025-04-17 00:00:00,detikNews,Lainnya
https://nasional.kompas.com/read/2025/04/17/19014571/pesawat-garuda-yang-copot-ban-sudah-beroperasi-lagi-mendarat-di-soetta,"Pesawat Garuda yang Copot Ban Sudah Beroperasi Lagi, Mendarat di Soetta",2025-04-17 00:00:00,Kompas.com,Lainnya
https://20.detik.com/detikupdate/20250417-250417048/video-viral-ban-pesawat-copot-saat-mendarat-ini-penjelasan-garuda,"Video: Viral Ban Pesawat Copot Saat Mendarat, Ini Penjelasan Garuda",2025-04-17 00:00:00,20detik,Lainnya
https://travel.kompas.com/read/2025/04/17/103143427/insiden-ban-pesawat-garuda-copot-yang-berujung-permohonan-maaf?page=all,Insiden Ban Pesawat Garuda Copot yang Berujung Permohonan Maaf,2025-04-17 00:00:00,Kompas.com,Rute/Operasional
https://regional.kompas.com/read/2025/04/16/134305478/161-penumpang-pesawat-garuda-selamat-meski-ban-depan-copot-saat-mendarat,161 Penumpang Pesawat Garuda Selamat meski Ban Depan Copot Saat Mendarat,2025-04-16 00:00:00,Kompas.com,Lainnya
